20020563,8/28/2020 2:21 PM,Public Health,#1,UW Insider,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,I thought the design of the course was perfect. The modules were very clear and concise and use of links to external resources was perfect. The Slack channels were awesome - I really enjoyed interacting with folks in my cohort and other grad students as well.,Oh soooo much! I am a novice researcher so I found each module incredibly helpful. I particularly enjoyed Day 2 tips and strategies for effective research.,"Again, I'm a novice researcher so I'm not even sure what else there is to learn?! But this was an incredible introduction to graduate level research and UW resources.","Very well organized, well-thought out, aimed at the students; it seems like they really thought about how grad students across all disciplines could benefit from this.",Strongly Agree
20020480,8/28/2020 1:29 PM,Rehabilitation sciences physical therapy,#1,"UW Insider, Department Advisor, Social Media","Yes, I participated regularly in the general GSRI Slack.","Yes, I attended both the Kick-Off and the STEM event.",Anxious,Comfortable,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Resources exploration and synchronized sessions which allowed us ask questions and get answers immediately,How to find and search the appropriate resources in my field,Nothing,Excellent experience and vital for every graduate student,Strongly Agree
20032393,09/07/2020 4:47 PM,Engineering,#1,"UW Insider, Department Advisor","No, I joined but did not participate in the GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Anxious,Somewhat Anxious,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,,,,,Agree
20023085,8/31/2020 10:08 AM,Health Sciences,#1,Department Advisor,"Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Anxious,Somewhat Anxious,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Introduction and links to all the resources available were extremely helpful.,All of the access to resources.,N/A,"It was great. If possible, having a video with each lesson would be helpful.",Agree
20021272,8/29/2020 5:43 PM,Cinema and Media Studies,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Anxious,Somewhat Anxious,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Canvas activities and interactions with the mentors.,"Getting more comfortable with searching various databases and Google Scholar, and getting the push to contact my subject librarian.",,"I certainly have learned things and am glad to have participated. It was particularly nice to interact with the librarians. However, I feel it might have been better to either have larger cohorts or discipline-specific cohorts or even no cohorts at all. I like the idea of being in a cohort, but maybe that should have been done after people saw who was active and who wasn't. After the first day or two, nobody really participated much, and then the participation that did happen was spread out over several different channels. If there was just one channel we could all meet and discuss things in threads, which would make it more lively.",Agree
20020244,8/28/2020 11:53 AM,Public Health,#1,Other: UW Email Notification,"Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Anxious,Somewhat Anxious,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,"The resources and modules offered during this course were very helpful! There was a lot of helpful content offered and I didn't have a chance to get to all of it this week, but plan to refer back to this training over the next few weeks and continue to into my first year as a graduate student. I also appreciated learning more about the different libraries at UW and which specific ones I should refer to and also which individuals I may reach out to for public health specifically.","Being very new to research and just beginning graduate school, I found the general ways to approach and think of research was really helpful via this course. Tips for organizing my research process. Resources to utilize while researching.",I would have liked to see a few more opportunities for small group interactions over Zoom. More opportunities to process what we are learning via the modules. This would also allow for more opportunities to connect with fellow grad students across disciplines. And be able to connect especially now when everything is remote.,"It was great! And also wish we had a bit more opportunities for small group work via Zoom. Overall, the resources were very helpful and I intend on referring back to them throughout the year.",Agree
20019706,8/27/2020 11:36 PM,Applied Behavior Analysis,#1,Department Advisor,"Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Anxious,Somewhat Anxious,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,introducing different tools for researching.,The tools that I can used to save my citation.,,Helpful.,Agree
20020244,8/28/2020 11:53 AM,Public Health,#1,Other: UW Email Notification,"Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Anxious,Somewhat Anxious,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,"The resources and modules offered during this course were very helpful! There was a lot of helpful content offered and I didn't have a chance to get to all of it this week, but plan to refer back to this training over the next few weeks and continue to into my first year as a graduate student. I also appreciated learning more about the different libraries at UW and which specific ones I should refer to and also which individuals I may reach out to for public health specifically.","Being very new to research and just beginning graduate school, I found the general ways to approach and think of research was really helpful via this course. Tips for organizing my research process. Resources to utilize while researching.",I would have liked to see a few more opportunities for small group interactions over Zoom. More opportunities to process what we are learning via the modules. This would also allow for more opportunities to connect with fellow grad students across disciplines. And be able to connect especially now when everything is remote.,"It was great! And also wish we had a bit more opportunities for small group work via Zoom. Overall, the resources were very helpful and I intend on referring back to them throughout the year.",Agree
20019706,8/27/2020 11:36 PM,Applied Behavior Analysis,#1,Department Advisor,"Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Anxious,Somewhat Anxious,Agree,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,introducing different tools for researching.,The tools that I can used to save my citation.,,Helpful.,Agree
20026592,09/02/2020 11:21 AM,Public Health,#1,UW Insider,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,,,,,Agree
20021342,8/29/2020 10:05 PM,Human Computer Interaction,#1,UW Insider,"Yes, I participated in private Slack channels., No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Agree,Agree,Agree,Agree,Agree,Agree,Agree,999,Agree,Agree,Agree,Being flexible with the time and walking students step by step by using the module design.,Different useful tools that help me organize my citations.,,Setting a stronger foundation for my future research process with useful recommendation on tools selection,Agree
20020622,8/28/2020 3:02 PM,Pharmaceutical Bioengineering,#1,Other: Email from professor,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,999,999,999,999,999,,,,"It would have been helpful to have daily Zoom meetings at the same time every day and that were recorded. Perhaps the facilitators will consider this for the next course.
 
 
 
 Having daily meetings can be helpful for not falling behind.",Agree
20020525,8/28/2020 2:10 PM,JSIS Japan Studies,#1,Other: Email Newsletter,"Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,"Productivity, and also setting notifications for google/library searches.",,,,Agree
20019830,8/28/2020 8:08 AM,Health Metrics,#1,Other: IHME graduate studies advisor,999,"No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Collating all the resources available for effective graduate research.,Library search resources.,Maybe a dedicated session on networking and collaboration.,"Positive, helpful for people who are new to graduate school.",Agree
20019830,8/28/2020 8:08 AM,Health Metrics,#1,Other: IHME graduate studies advisor,999,"No, I did not attend either synchronous Zoom event.",Comfortable,Comfortable,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Collating all the resources available for effective graduate research.,Library search resources.,Maybe a dedicated session on networking and collaboration.,"Positive, helpful for people who are new to graduate school.",Agree
20024308,09/01/2020 12:52 AM,Civil Engineering,#1,"UW Insider, Peer or other student","No, I joined but did not participate in the GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Strongly Agree
20020352,8/28/2020 12:29 PM,Management,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,The modules explaining where to find resources.,"How to navigate UW library resources, getting connected to the business librarian",,"I have a research background, so most of the material wasn't new. The things that are new to me are helpful.",Strongly Agree
20020352,8/28/2020 12:29 PM,Management,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Comfortable,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,The modules explaining where to find resources.,"How to navigate UW library resources, getting connected to the business librarian",,"I have a research background, so most of the material wasn't new. The things that are new to me are helpful.",Strongly Agree
20022111,8/31/2020 7:08 AM,Civil Engineering,#1,Other: Email from Mel DeSart to engineering grad students,"Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI STEM event on Wednesday",Comfortable,Confident,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,The modules were all well organized and contained helpful information.,Advice on using databases for literature reviews and citation management tools were the most helpful parts for me.,Some information/advice for writing a thesis/dissertation might have been helpful.,"I was glad that I participated and definitely learned some helpful things. I was somewhat disappointed in the lack of participation in the Slack channels, which made things less engaging (though I certainly could have participated more, too).",Agree
20021669,8/30/2020 7:44 PM,,#1,Peer or other student,"Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,Agree
20020963,8/28/2020 11:45 PM,Education,#1,Other: listserv email,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,"Awareness of resources, the breakdown into digestible sections, and the slack group to feel somewhat connected","The subject specific library tools, the research lifecycle tool, the list of all the research centers on campus","CV norms for my discipline, stories of grad students who were first gen and didn't have previous connections to research, grant writing 101",Great resource connector,Agree
20020509,8/28/2020 1:42 PM,Education,#1,Other: Dept listserve,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Agree
20027924,09/03/2020 7:45 AM,Statistics,#1,UW Insider,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Strongly Agree
20024816,09/01/2020 10:51 AM,,#1,UW Library Event Calendar,"No, I joined but did not participate in the GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Comfortable,Confident,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Resources,Publications,Funding your research,Good,Strongly Agree
20024753,09/01/2020 10:39 AM,medicinal chemistry,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,The canvas course page,How to make an annotated bibliography,All the basis were covered and I was given the tools to answer my own questions,,Strongly Agree
20023765,8/31/2020 3:08 PM,Epidemiology,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,,,,,Strongly Agree
20021236,8/29/2020 3:46 PM,Education,#1,Other: email,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Comfortable,Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Lots of really helpful tips that I wish I had learned a few years ago.,Synching google scholar with the libraries page.,,It was informative and helpful. I'd highly recommend any incoming graduate student attend.,Strongly Agree
20025912,09/02/2020 12:40 AM,,#1,999,999,999,Comfortable,Somewhat Anxious,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,"Citation management tool
 
 School resources that i've never heard about but seems very useful","Citation management tool
 
 School resources that i've never heard about but seems very useful","I know clearly my research direction, so I would like to hear more about how to take literature note, how to reduce repeated work during research.",3.8/5,Strongly Agree
20024822,09/01/2020 2:15 PM,Art History,#1,"Department Advisor, Peer or other student","Yes, I participated my discipline specific Slack channel.","No, I did not attend either synchronous Zoom event.",Comfortable,Very Confident,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,The daily activities were helpful in teaching new skills and refreshing old ones.,How to finally sue Zotero rather than manage citations myself.,Discipline specific ways to access materials that are not online/have copyright issues and are only in hard copy and how to gain access to those materials during this time when library services are closed.,A great resource for incoming and returning students. Some more narrow discipline specific activities could be helpful.,Agree
20023095,8/31/2020 10:26 AM,Education,#1,Other: Email from my department's student services,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","Yes, I attended both the Kick-Off and the STEM event.",Comfortable,Very Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The important thing for me was being connected with a community during this pandemic.,I was able to learn about citation managers! I was also able to actively re-learn those research tools and databases that my post-chemo brain had lost.,"1) It would have been nice to have an activity where we actually look at theses and/or dissertations. 
 
 2) My dept (college) has an expectation of a research and inquiry presentation for PhD students to get to candidacy. It would be nice to see examples of this (or know how to find them).","GSRI has really helped my mental health at this time. The Institute was well- designed and well-implemented. It was just enough at this time.
 
 The library team really rocks during ordinary times and I needed to be reminded that you are here for us during these extraordinary times.",Strongly Agree
20025455,09/01/2020 3:50 PM,Global Health,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Confident,Confident,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,,,,,Strongly Agree
20025810,09/01/2020 9:13 PM,Cinema and Media studies,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Confident,Very Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I was provided with links to archives and tools that will benefit my research. I have also been approached by my subject librarians on slack, who have been very friendly and helpful.","A lot of things were very useful, like directed search on UW library websites, ways of doing literature review and bibliography, etc.","I feel a physically guided tour of subject-specific archives some time later would be very interesting, but due to covid I understand this arrangement might not be possible.","Very informative, helpful, encouraging and enthusiastic!",Strongly Agree
20025581,09/01/2020 5:07 PM,Interdisciplinary Individual PhD,#1,"Department Advisor, UW Library Event Calendar","Yes, I participated regularly in the general GSRI Slack.","Yes, I attended both the Kick-Off and the STEM event.",Confident,Very Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,The information provided by the staff and Q&A section.,How to find resources at the UW.,The funding sources,Very helpful! Thank you for setting up the event.,Strongly Agree
20021778,8/31/2020 12:19 AM,MSBA,#1,Other: Email notification,"Yes, I participated in my campus specific Slack channel.","Other: I wanted to, but times conflicted with other obligations. Would have loved them to be recorded.",Confident,Very Confident,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Learning who the subject-specific librarian in my field was.Direct links to research tools and websites.,"All the tools available, especially for citations and the current source databases.",,"Very helpful- if I were to write another master's thesis, this would be an extremely helpful resource.",Strongly Agree
20020272,8/28/2020 12:05 PM,International Studies,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Anxious,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,A layout of all the tools and resources available.,,,"Hard working group, that cares about student success.",Strongly Agree
20020272,8/28/2020 12:05 PM,International Studies,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Anxious,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,A layout of all the tools and resources available.,,,"Hard working group, that cares about student success.",Strongly Agree
20025943,09/02/2020 2:27 AM,Aerospace Engineering,#1,Social Media,"Yes, I participated in private Slack channels.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,999,Agree,Strongly Agree,The links to useful resources in the activities.,Learning about all the resources and people available to help with research.,,,Agree
20025184,09/01/2020 1:30 PM,nursing,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,,,,,Agree
20025057,09/01/2020 12:33 PM,Computer Science and Engineering,#1,UW Insider,"Yes, I participated regularly in the general GSRI Slack., Yes, I participated my discipline specific Slack channel., Yes, I participated in my campus specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,,,,,Agree
20024932,09/01/2020 11:53 AM,Learning Sciences and Human Development,#1,Department Advisor,"Yes, I participated in my campus specific Slack channel., Yes, I participated in private Slack channels.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,I like how the course was divided into modules with specific topics as well as being able to ask questions in a small group environment.,I always get anxious on how to start research because it seems so daunting but this course has taught me good tips on how to get started and feel more confident.,n/a,I really enjoyed this course and appreciate that it is available to students.,Agree
20024923,09/01/2020 11:49 AM,Special Education (Applied Behavioral Analysis),#1,Other: Email,"Yes, I participated my discipline specific Slack channel.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,The websites they had us look at,"To start research, you first have to look at what other people have said first.",Specifics about what kind of research my field is expecting me to look at.,It was very good because it allowed me to go at my own pace,Agree
20020453,8/28/2020 1:11 PM,PhD social welfare,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,The links and activity breakouts were vary useful in my learning process.,I learned how to write an annotated bibliography and were I can access research materials.,n/a,It was very well planned and created.,Agree
20020128,8/28/2020 11:01 AM,Health Policy and Economics,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,the linked resources during each of the modules were really great!,"Various libraries pages, literature search resources, personal productivity, and all of the day 5 ""taking your research to the next level"". I like the approach of research as joining the conversation.",none- was a good variety of topics!,It was more helpful than I was expecting! I personally chose to just click through the pages and activities and not participate in Slack but it was still useful for me.,Agree
20020453,8/28/2020 1:11 PM,PhD social welfare,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","Yes, I attended the GSRI Kick-Off event on Monday.",Somewhat Anxious,Comfortable,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,The links and activity breakouts were vary useful in my learning process.,I learned how to write an annotated bibliography and were I can access research materials.,n/a,It was very well planned and created.,Agree
20020128,8/28/2020 11:01 AM,Health Policy and Economics,#1,Department Advisor,"No, I joined but did not participate in the GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,the linked resources during each of the modules were really great!,"Various libraries pages, literature search resources, personal productivity, and all of the day 5 ""taking your research to the next level"". I like the approach of research as joining the conversation.",none- was a good variety of topics!,It was more helpful than I was expecting! I personally chose to just click through the pages and activities and not participate in Slack but it was still useful for me.,Agree
20025062,09/01/2020 12:41 PM,Chemistry,#1,Other: e-mail from GSRI staff,"Yes, I participated my discipline specific Slack channel.","Yes, I attended both the Kick-Off and the STEM event.",Somewhat Anxious,Comfortable,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Canvas Content,The existence of subject librarians,Other Services offered by UW library,positive,Neutral
20029580,09/04/2020 4:32 PM,Environmental Sciences,#1,Department Advisor,"Yes, I participated regularly in the general GSRI Slack.","No, I did not attend either synchronous Zoom event.",Somewhat Anxious,Comfortable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,"Breakout activities were very useful because they allowed me to apply, in an organized manner, the concepts and skills I was learning in each module. I personally did all the activities and I found them very nurturing.",There are many skills you can develop and tools you can use to do research more efficiently. Is just a matter of knowing what's available and applying it.,"In general, how the tools and skills shown are related to each one of the phases of a research. I think it would had been interesting to have had an overview of the phases of a research project and what tools and resources are available and useful for each one of them.","A very organized and complete workshop, with amazing human support. It was a great way to have a first close up to the academic setting at UW and to acquire and update knowledge. Thank you very much, I hugely appreciate the opportunity and am thinking of signing up again next year to keep myself updated.",Strongly Agree
